hidden numbering,Frequency Rank,Complexity,Word,Romanised,품사,Classification,Hanja/Ref.,English,,Wiktionary Link,,Wordreference Link,Note,,,
1838,1976,A,병,byeong,명,noun,甁,bottle; jar,https://en.wiktionary.org/wiki/병,https://en.wiktionary.org/wiki/병,https://www.wordreference.com/koen/병,https://www.wordreference.com/koen/병,,,,
1839,1977,C,빠져나가다,ppajyeonagada,동,verb,,Get/go out of here,https://en.wiktionary.org/wiki/빠져나가다,https://en.wiktionary.org/wiki/빠져나가다,https://www.wordreference.com/koen/빠져나가다,https://www.wordreference.com/koen/빠져나가다,,,,
1840,1978,A,안녕하다,annyeonghada,형,adjective,安寧-,To say hello,https://en.wiktionary.org/wiki/안녕하다,https://en.wiktionary.org/wiki/안녕하다,https://www.wordreference.com/koen/안녕하다,https://www.wordreference.com/koen/안녕하다,,,,
1841,1979,C,여론,yeoron,명,noun,輿論,"Public opinion, public sentiment towards sth",https://en.wiktionary.org/wiki/여론,https://en.wiktionary.org/wiki/여론,https://www.wordreference.com/koen/여론,https://www.wordreference.com/koen/여론,,,,
1842,1980,C,의복,uibok,명,noun,衣服,"Clothes, garments",https://en.wiktionary.org/wiki/의복,https://en.wiktionary.org/wiki/의복,https://www.wordreference.com/koen/의복,https://www.wordreference.com/koen/의복,,,,
1843,1981,C,체조,chejo,명,noun,體操,Gymnastics,https://en.wiktionary.org/wiki/체조,https://en.wiktionary.org/wiki/체조,https://www.wordreference.com/koen/체조,https://www.wordreference.com/koen/체조,,,,
1844,1982,A,출발하다,chulbalhada,동,verb,出發-,"To depart, leave",https://en.wiktionary.org/wiki/출발하다,https://en.wiktionary.org/wiki/출발하다,https://www.wordreference.com/koen/출발하다,https://www.wordreference.com/koen/출발하다,,,,
1845,1984,C,현실적,hyeonsiljeok,명,noun,現實的,"Down to earth, Realistic",https://en.wiktionary.org/wiki/현실적,https://en.wiktionary.org/wiki/현실적,https://www.wordreference.com/koen/현실적,https://www.wordreference.com/koen/현실적,,,,
1846,1985,C,화제,hwaje,명,noun,話題,Subject of conversation,https://en.wiktionary.org/wiki/화제,https://en.wiktionary.org/wiki/화제,https://www.wordreference.com/koen/화제,https://www.wordreference.com/koen/화제,,,,
1847,1986,B,결정되다,gyeoljeongdoeda,동,verb,決定-,To become decided,https://en.wiktionary.org/wiki/결정되다,https://en.wiktionary.org/wiki/결정되다,https://www.wordreference.com/koen/결정되다,https://www.wordreference.com/koen/결정되다,,,,
1848,1987,A,고양이,goyangi,명,noun,,Kitten,https://en.wiktionary.org/wiki/고양이,https://en.wiktionary.org/wiki/고양이,https://www.wordreference.com/koen/고양이,https://www.wordreference.com/koen/고양이,,,,
1849,1988,C,공격,gonggyeok,명,noun,攻擊,Attack,https://en.wiktionary.org/wiki/공격,https://en.wiktionary.org/wiki/공격,https://www.wordreference.com/koen/공격,https://www.wordreference.com/koen/공격,,,,
1850,1990,C,물가,mulga,명,noun,物價,Prices of products,https://en.wiktionary.org/wiki/물가,https://en.wiktionary.org/wiki/물가,https://www.wordreference.com/koen/물가,https://www.wordreference.com/koen/물가,,,,
1851,1991,C,민주주의,minjujuui,명,noun,民主主義,Democracy,https://en.wiktionary.org/wiki/민주주의,https://en.wiktionary.org/wiki/민주주의,https://www.wordreference.com/koen/민주주의,https://www.wordreference.com/koen/민주주의,,,,
1852,1992,B,불안,buran,명,noun,不安,"uneasiness, anxiety",https://en.wiktionary.org/wiki/불안,https://en.wiktionary.org/wiki/불안,https://www.wordreference.com/koen/불안,https://www.wordreference.com/koen/불안,,,,
1853,1993,C,소중하다,sojunghada,형,adjective,所重-,"To be important, valuable",https://en.wiktionary.org/wiki/소중하다,https://en.wiktionary.org/wiki/소중하다,https://www.wordreference.com/koen/소중하다,https://www.wordreference.com/koen/소중하다,,,,
1854,1994,B,여유,yeoyu,명,noun,餘裕,"reserve, surplus",https://en.wiktionary.org/wiki/여유,https://en.wiktionary.org/wiki/여유,https://www.wordreference.com/koen/여유,https://www.wordreference.com/koen/여유,,,,
1855,1995,C,의문,uimun,명,noun,疑問,"A question, a doubt",https://en.wiktionary.org/wiki/의문,https://en.wiktionary.org/wiki/의문,https://www.wordreference.com/koen/의문,https://www.wordreference.com/koen/의문,,,,
1856,1996,A,중학교,junghakgyo,명,noun,中學校,Middle school,https://en.wiktionary.org/wiki/중학교,https://en.wiktionary.org/wiki/중학교,https://www.wordreference.com/koen/중학교,https://www.wordreference.com/koen/중학교,,,,
1857,1997,B,킬로미터,killomiteo,의,noun,kilometer,Kilometer,https://en.wiktionary.org/wiki/킬로미터,https://en.wiktionary.org/wiki/킬로미터,https://www.wordreference.com/koen/킬로미터,https://www.wordreference.com/koen/킬로미터,,,,
1858,1998,B,파도,pado,명,noun,波濤,"Waves, billows",https://en.wiktionary.org/wiki/파도,https://en.wiktionary.org/wiki/파도,https://www.wordreference.com/koen/파도,https://www.wordreference.com/koen/파도,,,,
1859,1999,A,흰색,huinsaek,명,noun,-色,"gray, ash color",https://en.wiktionary.org/wiki/흰색,https://en.wiktionary.org/wiki/흰색,https://www.wordreference.com/koen/흰색,https://www.wordreference.com/koen/흰색,,,,
1860,2000,A,가수,gasu,명,noun,歌手,Singer,https://en.wiktionary.org/wiki/가수,https://en.wiktionary.org/wiki/가수,https://www.wordreference.com/koen/가수,https://www.wordreference.com/koen/가수,,,,
1861,2001,B,단,dan,관,attributive,單,"Only one, alone",https://en.wiktionary.org/wiki/단,https://en.wiktionary.org/wiki/단,https://www.wordreference.com/koen/단,https://www.wordreference.com/koen/단,,,,
1862,2004,B,방송국,bangsongguk,명,noun,放送局,Broadcasting station,https://en.wiktionary.org/wiki/방송국,https://en.wiktionary.org/wiki/방송국,https://www.wordreference.com/koen/방송국,https://www.wordreference.com/koen/방송국,,,,
1863,2005,C,빛나다,biccnada,동,verb,,"shine, glitter",https://en.wiktionary.org/wiki/빛나다,https://en.wiktionary.org/wiki/빛나다,https://www.wordreference.com/koen/빛나다,https://www.wordreference.com/koen/빛나다,,,,
1864,2006,B,숨다,sumda,동,verb,,"To be in hiding, to hide oneself",https://en.wiktionary.org/wiki/숨다,https://en.wiktionary.org/wiki/숨다,https://www.wordreference.com/koen/숨다,https://www.wordreference.com/koen/숨다,,,,
1865,2007,C,실리다,sillida,동,verb,싣다'의피동사,"To be printed,recorded; to be loaded onto a truck (luggage)",https://en.wiktionary.org/wiki/실리다,https://en.wiktionary.org/wiki/실리다,https://www.wordreference.com/koen/실리다,https://www.wordreference.com/koen/실리다,,,,
1866,2008,C,압력,apryeok,명,noun,壓力,"pressure, stress",https://en.wiktionary.org/wiki/압력,https://en.wiktionary.org/wiki/압력,https://www.wordreference.com/koen/압력,https://www.wordreference.com/koen/압력,,,,
1867,2009,B,예금,yegeum,명,noun,預金,Deposit money,https://en.wiktionary.org/wiki/예금,https://en.wiktionary.org/wiki/예금,https://www.wordreference.com/koen/예금,https://www.wordreference.com/koen/예금,,,,
1868,2010,C,예상되다,yesangdoeda,동,verb,豫想-,"To expect, anticipate",https://en.wiktionary.org/wiki/예상되다,https://en.wiktionary.org/wiki/예상되다,https://www.wordreference.com/koen/예상되다,https://www.wordreference.com/koen/예상되다,,,,
1869,2012,B,입학,iphak,명,noun,入學,Admission into school,https://en.wiktionary.org/wiki/입학,https://en.wiktionary.org/wiki/입학,https://www.wordreference.com/koen/입학,https://www.wordreference.com/koen/입학,,,,
1870,2014,C,증권,jeunggwon,명,noun,證券,"securities, document,deed",https://en.wiktionary.org/wiki/증권,https://en.wiktionary.org/wiki/증권,https://www.wordreference.com/koen/증권,https://www.wordreference.com/koen/증권,,,,
1871,2015,C,직후,jikhu,명,noun,直後,Immediately after,https://en.wiktionary.org/wiki/직후,https://en.wiktionary.org/wiki/직후,https://www.wordreference.com/koen/직후,https://www.wordreference.com/koen/직후,,,,
1872,2016,C,차량,charyang,명,noun,車輛,"vehicles, cars",https://en.wiktionary.org/wiki/차량,https://en.wiktionary.org/wiki/차량,https://www.wordreference.com/koen/차량,https://www.wordreference.com/koen/차량,,,,
1873,2017,C,출산,chulsan,명,noun,出産,Child birth,https://en.wiktionary.org/wiki/출산,https://en.wiktionary.org/wiki/출산,https://www.wordreference.com/koen/출산,https://www.wordreference.com/koen/출산,,,,
1874,2024,B,물다,mulda,동,verb,담배를~,"bite, put in the mouth",https://en.wiktionary.org/wiki/물다,https://en.wiktionary.org/wiki/물다,https://www.wordreference.com/koen/물다,https://www.wordreference.com/koen/물다,,,,
1875,2025,C,선진국,seonjinguk,명,noun,先進國,A developed country,https://en.wiktionary.org/wiki/선진국,https://en.wiktionary.org/wiki/선진국,https://www.wordreference.com/koen/선진국,https://www.wordreference.com/koen/선진국,,,,
1876,2027,A,약,yak,명,noun,藥,drug; medicine,https://en.wiktionary.org/wiki/약,https://en.wiktionary.org/wiki/약,https://www.wordreference.com/koen/약,https://www.wordreference.com/koen/약,,,,
1877,2028,B,어느새,eoneusae,부,adverb,,"In no time, quickly",https://en.wiktionary.org/wiki/어느새,https://en.wiktionary.org/wiki/어느새,https://www.wordreference.com/koen/어느새,https://www.wordreference.com/koen/어느새,,,,
1878,2030,C,재판,jaepan,명,noun,裁判,A trial,https://en.wiktionary.org/wiki/재판,https://en.wiktionary.org/wiki/재판,https://www.wordreference.com/koen/재판,https://www.wordreference.com/koen/재판,,,,
1879,2031,A,저쪽,jeojjok,대,pronoun,,"Over there, in that direction",https://en.wiktionary.org/wiki/저쪽,https://en.wiktionary.org/wiki/저쪽,https://www.wordreference.com/koen/저쪽,https://www.wordreference.com/koen/저쪽,,,,
1880,2032,C,제자,jeja,명,noun,弟子,A disciple,https://en.wiktionary.org/wiki/제자,https://en.wiktionary.org/wiki/제자,https://www.wordreference.com/koen/제자,https://www.wordreference.com/koen/제자,,,,
1881,2033,A,창문,changmun,명,noun,窓門,A window,https://en.wiktionary.org/wiki/창문,https://en.wiktionary.org/wiki/창문,https://www.wordreference.com/koen/창문,https://www.wordreference.com/koen/창문,,,,
1882,2034,B,초,cho,의,noun,秒,"unit of time, second",https://en.wiktionary.org/wiki/초,https://en.wiktionary.org/wiki/초,https://www.wordreference.com/koen/초,https://www.wordreference.com/koen/초,,,,
1883,2035,B,치즈,chijeu,명,noun,cheese,Cheese,https://en.wiktionary.org/wiki/치즈,https://en.wiktionary.org/wiki/치즈,https://www.wordreference.com/koen/치즈,https://www.wordreference.com/koen/치즈,,,,
1884,2036,C,회복,hoebok,명,noun,回復,"Recovery, recuperation",https://en.wiktionary.org/wiki/회복,https://en.wiktionary.org/wiki/회복,https://www.wordreference.com/koen/회복,https://www.wordreference.com/koen/회복,,,,
1885,2037,C,구역,guyeok,명,noun,區域,A zone or district,https://en.wiktionary.org/wiki/구역,https://en.wiktionary.org/wiki/구역,https://www.wordreference.com/koen/구역,https://www.wordreference.com/koen/구역,,,,
1886,2038,C,대응,daeeung,명,noun,對應,"Confrontation, opposition",https://en.wiktionary.org/wiki/대응,https://en.wiktionary.org/wiki/대응,https://www.wordreference.com/koen/대응,https://www.wordreference.com/koen/대응,,,,
1887,2039,B,반대하다,bandaehada,동,verb,反對-,Be opposed to,https://en.wiktionary.org/wiki/반대하다,https://en.wiktionary.org/wiki/반대하다,https://www.wordreference.com/koen/반대하다,https://www.wordreference.com/koen/반대하다,,,,
1888,2040,C,발휘하다,balhwihada,동,verb,發揮-,"Display, exhibit",https://en.wiktionary.org/wiki/발휘하다,https://en.wiktionary.org/wiki/발휘하다,https://www.wordreference.com/koen/발휘하다,https://www.wordreference.com/koen/발휘하다,,,,
1889,2041,C,소비,sobi,명,noun,消費,Consumption,https://en.wiktionary.org/wiki/소비,https://en.wiktionary.org/wiki/소비,https://www.wordreference.com/koen/소비,https://www.wordreference.com/koen/소비,,,,
1890,2042,C,심장,simjang,명,noun,心臟,The heart,https://en.wiktionary.org/wiki/심장,https://en.wiktionary.org/wiki/심장,https://www.wordreference.com/koen/심장,https://www.wordreference.com/koen/심장,,,,
1891,2043,B,아이고,aigo,감,interjection,,Oh my god!,https://en.wiktionary.org/wiki/아이고,https://en.wiktionary.org/wiki/아이고,https://www.wordreference.com/koen/아이고,https://www.wordreference.com/koen/아이고,,,,
1892,2047,B,조용히,joyonghi,부,adverb,,Quietly,https://en.wiktionary.org/wiki/조용히,https://en.wiktionary.org/wiki/조용히,https://www.wordreference.com/koen/조용히,https://www.wordreference.com/koen/조용히,,,,
1893,2048,C,중소기업,jungsogieop,명,noun,中小企業,Small and medium enterprises,https://en.wiktionary.org/wiki/중소기업,https://en.wiktionary.org/wiki/중소기업,https://www.wordreference.com/koen/중소기업,https://www.wordreference.com/koen/중소기업,,,,
1894,2049,C,직접적,jikjeopjeok,명,noun,直接的,"Directly, immediately",https://en.wiktionary.org/wiki/직접적,https://en.wiktionary.org/wiki/직접적,https://www.wordreference.com/koen/직접적,https://www.wordreference.com/koen/직접적,,,,
1895,2050,C,진실,jinsil,명,noun,眞實,"Truth, sincerity",https://en.wiktionary.org/wiki/진실,https://en.wiktionary.org/wiki/진실,https://www.wordreference.com/koen/진실,https://www.wordreference.com/koen/진실,,,,
1896,2051,C,필자,pilja,명,noun,筆者,"The writer, author",https://en.wiktionary.org/wiki/필자,https://en.wiktionary.org/wiki/필자,https://www.wordreference.com/koen/필자,https://www.wordreference.com/koen/필자,,,,
1897,2052,C,협력,hyeopryeok,명,noun,協力,"Cooperation, cooperate with",https://en.wiktionary.org/wiki/협력,https://en.wiktionary.org/wiki/협력,https://www.wordreference.com/koen/협력,https://www.wordreference.com/koen/협력,,,,
1898,2053,B,가스,gaseu,명,noun,gas,Gas,https://en.wiktionary.org/wiki/가스,https://en.wiktionary.org/wiki/가스,https://www.wordreference.com/koen/가스,https://www.wordreference.com/koen/가스,,,,
1899,2054,C,계층,gyecheung,명,noun,階層,A class or social stratum,https://en.wiktionary.org/wiki/계층,https://en.wiktionary.org/wiki/계층,https://www.wordreference.com/koen/계층,https://www.wordreference.com/koen/계층,,,,
1900,2055,B,구멍,gumeong,명,noun,,A hole,https://en.wiktionary.org/wiki/구멍,https://en.wiktionary.org/wiki/구멍,https://www.wordreference.com/koen/구멍,https://www.wordreference.com/koen/구멍,,,,
1901,2057,C,담당,damdang,명,noun,擔當,"Charge, undertaking",https://en.wiktionary.org/wiki/담당,https://en.wiktionary.org/wiki/담당,https://www.wordreference.com/koen/담당,https://www.wordreference.com/koen/담당,,,,
1902,2059,B,만화,manhwa,명,noun,漫畵,Cartoons,https://en.wiktionary.org/wiki/만화,https://en.wiktionary.org/wiki/만화,https://www.wordreference.com/koen/만화,https://www.wordreference.com/koen/만화,,,,
1903,2060,B,먹이다,meogida,동,verb,,"support, feed",https://en.wiktionary.org/wiki/먹이다,https://en.wiktionary.org/wiki/먹이다,https://www.wordreference.com/koen/먹이다,https://www.wordreference.com/koen/먹이다,,,,
1904,2061,B,무시하다,musihada,동,verb,無視-,"disregard, ignore ; to be defiant and fail to observe",https://en.wiktionary.org/wiki/무시하다,https://en.wiktionary.org/wiki/무시하다,https://www.wordreference.com/koen/무시하다,https://www.wordreference.com/koen/무시하다,,,,
1905,2062,C,보도하다,bodohada,동,verb,報道-,"To report, inform",https://en.wiktionary.org/wiki/보도하다,https://en.wiktionary.org/wiki/보도하다,https://www.wordreference.com/koen/보도하다,https://www.wordreference.com/koen/보도하다,,,,
